time_step,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20
918,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97,298.97
919,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65,297.65
920,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15,297.15
921,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93,296.93
922,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04,297.04
923,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83,298.83
924,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45,300.45
925,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64
926,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37,302.37
927,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15
928,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26
929,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37
930,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15
931,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45
932,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71
933,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82
934,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86
935,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44
936,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0
937,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87
938,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98,300.98
939,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44
940,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52
941,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54
942,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33
943,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35,302.35
944,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26,304.26
945,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97
946,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15
947,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33
948,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24
949,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69,309.69
950,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14
951,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35
952,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06,310.06
953,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14
954,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26
955,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04,308.04
956,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05
957,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72,305.72
958,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59
959,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73
960,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59,302.59
961,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45,302.45
962,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73
963,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02
964,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02
965,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33,301.33
966,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94
967,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35
968,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85,305.85
969,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45,307.45
970,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48,309.48
971,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45,310.45
972,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15
973,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77,311.77
974,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37
975,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85
976,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48
977,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15
978,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7
979,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53,310.53
980,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72
981,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75
982,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34,307.34
983,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5
984,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51,305.51
985,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84,304.84
986,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5
987,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66,303.66
988,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01,303.01
989,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96,302.96
990,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35,304.35
991,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88,305.88
992,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42,307.42
993,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55,309.55
994,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95,310.95
995,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23,312.23
996,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14
997,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34
998,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64,314.64
999,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75
1000,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55,314.55
1001,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24
1002,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15
1003,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14
1004,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91
1005,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56,307.56
1006,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85
1007,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14
1008,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3,305.3
1009,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29
1010,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73,303.73
1011,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71,302.71
1012,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28,302.28
1013,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94
1014,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05,302.05
1015,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31
1016,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13,303.13
1017,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5
1018,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69,305.69
1019,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.84
1020,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05
1021,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15
1022,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75
1023,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15
1024,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35
1025,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71,309.71
1026,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06,308.06
1027,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97,305.97
1028,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15
1029,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17
1030,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74
1031,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33
1032,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67,302.67
1033,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65
1034,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5
1035,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99
1036,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14,302.14
1037,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57,301.57
1038,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34
1039,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03,303.03
1040,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74,304.74
1041,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84,305.84
1042,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96,306.96
1043,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32,308.32
1044,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51
1045,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94,309.94
1046,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87
1047,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66,310.66
1048,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33
1049,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37,304.37
1050,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71
1051,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15
1052,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65
1053,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66,301.66
1054,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02
1055,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31
1056,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88
1057,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87,299.87
1058,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73,299.73
1059,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88,299.88
1060,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74,299.74
1061,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27,300.27
1062,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86
1063,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61,300.61
